-4.99625000	-0.00002841
-4.89638000	-0.00001992
-4.79518000	-0.00001354
-4.69351000	-0.00000653
-4.59136000	-0.00000715
-4.48945000	-0.00000579
-4.38715000	-0.00000401
-4.28934000	-0.00000285
-4.18330000	-0.00000239
-4.08119000	-0.00000280
-3.97923000	-0.00000262
-3.87985000	-0.00000238
-3.77713000	-0.00000211
-3.67211000	-0.00000181
-3.57041000	-0.00000171
-3.46808000	-0.00000163
-3.36719000	-0.00000134
-3.26520000	-0.00000125
-3.16246000	-0.00000114
-3.06024000	-0.00000118
-2.95782000	-0.00000112
-2.85656000	-0.00000107
-2.75509000	-0.00000103
-2.65170000	-0.00000097
-2.55011000	-0.00000071
-2.44770000	-0.00000069
-2.34653000	-0.00000064
-2.24435000	-0.00000072
-2.14178000	-0.00000051
-2.04054000	-0.00000049
-1.93808000	-0.00000052
-1.83625000	-0.00000041
-1.73452000	-0.00000037
-1.63207000	-0.00000040
-1.52982000	-0.00000033
-1.42883000	-0.00000026
-1.32625000	-0.00000024
-1.22329000	-0.00000018
-1.12174000	-0.00000017
-1.01940000	-0.00000011
-0.91783200	-0.00000005
-0.81550100	-0.00000003
-0.71427300	-0.00000002
-0.61170800	-0.00000006
-0.51014400	-0.00000008
-0.40751200	-0.00000014
-0.30622100	-0.00000015
-0.20408800	-0.00000018
-0.10228100	-0.00000022
-0.01532840	-0.00000032
0.00000000	0.00000052
0.10088900	0.00000066
0.20336900	0.00000094
0.30501300	0.00000135
0.40669800	0.00000189
0.50695800	0.00000252
0.60949100	0.00000326
0.71304500	0.00000407
0.81434500	0.00000501
0.91673400	0.00000599
1.01853000	0.00000708
1.12068000	0.00000822
1.22182000	0.00000937
1.32472000	0.00001060
1.42385000	0.00001186
1.53011000	0.00001323
1.63117000	0.00001460
1.73300000	0.00001603
1.83514000	0.00001751
1.93666000	0.00001907
2.03844000	0.00002074
2.14028000	0.00002238
2.24315000	0.00002386
2.34478000	0.00002552
2.44714000	0.00002730
2.54876000	0.00002909
2.65095000	0.00003093
2.75268000	0.00003275
2.85501000	0.00003467
2.95581000	0.00003659
3.05905000	0.00003853
3.16117000	0.00004053
3.26322000	0.00004261
3.36520000	0.00004473
3.46734000	0.00004683
3.56877000	0.00004882
3.67122000	0.00005098
3.77167000	0.00005329
3.87568000	0.00005555
3.97825000	0.00005774
4.08006000	0.00005984
4.18222000	0.00006215
4.28405000	0.00006451
4.38614000	0.00007165
4.48802000	0.00007280
4.58926000	0.00007547
4.69162000	0.00007815
4.79437000	0.00007999
4.89604000	0.00008370
4.99823000	0.00008358
