-4.99730000	-0.00002824
-4.89637000	-0.00002539
-4.79512000	-0.00002140
-4.69336000	-0.00001715
-4.59191000	-0.00001397
-4.48942000	-0.00001051
-4.38692000	-0.00000904
-4.28558000	-0.00000819
-4.18304000	-0.00000707
-4.08142000	-0.00000611
-3.97993000	-0.00000440
-3.87769000	-0.00000368
-3.77475000	-0.00000388
-3.67466000	-0.00000333
-3.57071000	-0.00000286
-3.46839000	-0.00000254
-3.36682000	-0.00000209
-3.26469000	-0.00000186
-3.16243000	-0.00000191
-3.06096000	-0.00000125
-2.95832000	-0.00000110
-2.85651000	-0.00000103
-2.75418000	-0.00000090
-2.65251000	-0.00000094
-2.55079000	-0.00000082
-2.44839000	-0.00000071
-2.34649000	-0.00000074
-2.24796000	-0.00000052
-2.14232000	-0.00000046
-2.04068000	-0.00000033
-1.93847000	-0.00000030
-1.83612000	-0.00000038
-1.73448000	-0.00000026
-1.63406000	-0.00000029
-1.53097000	-0.00000014
-1.42824000	-0.00000013
-1.32656000	-0.00000004
-1.22327000	-0.00000002
-1.12191000	-0.00000007
-1.01934000	-0.00000009
-0.91894800	-0.00000011
-0.81591400	-0.00000015
-0.71401800	-0.00000013
-0.61176600	-0.00000021
-0.51016100	-0.00000022
-0.40795800	-0.00000022
-0.30610000	-0.00000026
-0.20422500	-0.00000030
-0.10224500	-0.00000031
-0.01431560	-0.00000034
0.00000000	0.00000043
0.10150000	0.00000045
0.20336100	0.00000067
0.30564700	0.00000109
0.40595500	0.00000160
0.50843800	0.00000235
0.61090800	0.00000326
0.71300900	0.00000426
0.81501700	0.00000537
0.91714600	0.00000664
1.01833000	0.00000796
1.11874000	0.00000942
1.22082000	0.00001096
1.32593000	0.00001257
1.42727000	0.00001437
1.52962000	0.00001625
1.63137000	0.00001778
1.73314000	0.00001968
1.83396000	0.00002160
1.93756000	0.00002356
2.03917000	0.00002557
2.14148000	0.00002761
2.24322000	0.00002974
2.34470000	0.00003189
2.44786000	0.00003411
2.54976000	0.00003635
2.65139000	0.00003891
2.75320000	0.00004109
2.85533000	0.00004342
2.95598000	0.00004570
3.05822000	0.00004843
3.16113000	0.00005079
3.26349000	0.00005320
3.36564000	0.00005561
3.46681000	0.00005806
3.56885000	0.00006019
3.67188000	0.00006259
3.77457000	0.00006508
3.87609000	0.00006757
3.97832000	0.00007011
4.08034000	0.00007268
4.17958000	0.00007522
4.28232000	0.00007778
4.38672000	0.00008025
4.48846000	0.00008287
4.59036000	0.00008546
4.69199000	0.00008860
4.79471000	0.00009068
4.89394000	0.00009337
4.99880000	0.00009619
