-4.99669000	-0.00001538
-4.89737000	-0.00001577
-4.79506000	-0.00001539
-4.69766000	-0.00001112
-4.59134000	-0.00000899
-4.48944000	-0.00000795
-4.38731000	-0.00000653
-4.28570000	-0.00000560
-4.18334000	-0.00000494
-4.08227000	-0.00000457
-3.97925000	-0.00000400
-3.87980000	-0.00000370
-3.77515000	-0.00000330
-3.67236000	-0.00000287
-3.57058000	-0.00000260
-3.46832000	-0.00000226
-3.36646000	-0.00000199
-3.26489000	-0.00000181
-3.16280000	-0.00000154
-3.06302000	-0.00000111
-2.95841000	-0.00000109
-2.85602000	-0.00000094
-2.75417000	-0.00000083
-2.65176000	-0.00000073
-2.55033000	-0.00000062
-2.44874000	-0.00000039
-2.34656000	-0.00000035
-2.24746000	-0.00000030
-2.14368000	-0.00000019
-2.04054000	-0.00000020
-1.93820000	-0.00000014
-1.83632000	-0.00000006
-1.73401000	-0.00000007
-1.63269000	-0.00000004
-1.53088000	-0.00000004
-1.42849000	-0.00000007
-1.32899000	-0.00000015
-1.22343000	-0.00000020
-1.12155000	-0.00000021
-1.01960000	-0.00000020
-0.91803200	-0.00000023
-0.81587200	-0.00000021
-0.71521500	-0.00000026
-0.61198800	-0.00000021
-0.51452700	-0.00000021
-0.40784300	-0.00000027
-0.30630700	-0.00000027
-0.20382000	-0.00000027
-0.10275700	-0.00000032
-0.01040550	-0.00000029
0.00000000	0.00000038
0.10159800	0.00000038
0.20338800	0.00000043
0.30582400	0.00000061
0.40566800	0.00000082
0.50939000	0.00000118
0.61152500	0.00000167
0.71306800	0.00000225
0.81476800	0.00000299
0.91738600	0.00000396
1.01661000	0.00000512
1.11985000	0.00000621
1.22224000	0.00000763
1.32617000	0.00000914
1.42767000	0.00001077
1.52986000	0.00001253
1.63201000	0.00001435
1.73261000	0.00001633
1.83550000	0.00001848
1.93779000	0.00002068
2.03948000	0.00002281
2.14129000	0.00002506
2.24397000	0.00002740
2.34441000	0.00002977
2.44716000	0.00003247
2.55008000	0.00003494
2.64828000	0.00003748
2.75346000	0.00004002
2.85573000	0.00004277
2.95728000	0.00004532
3.05925000	0.00004790
3.16113000	0.00005053
3.26063000	0.00005380
3.36519000	0.00005677
3.46782000	0.00005912
3.56959000	0.00006195
3.67186000	0.00006532
3.77479000	0.00006817
3.87426000	0.00007116
3.97786000	0.00007426
4.08068000	0.00007732
4.18258000	0.00008037
4.28452000	0.00008248
4.38647000	0.00008518
4.48842000	0.00008811
4.59007000	0.00009094
4.69230000	0.00009394
4.79480000	0.00009540
4.89637000	0.00009926
4.99899000	0.00010223
